Booking_Status,Lead_Time,Weekend_Stay,Weekend_Night,Booking_Changes,ADR,Arrival_Months,Market_Segments
1,124,1,5,0,108.17,6,6
1,242,2,5,0,57.6,6,5
0,237,2,7,0,135,6,6
0,237,2,7,0,141.67,6,6
1,127,2,5,0,106,6,6
0,235,4,10,0,92.36,6,5
1,247,0,3,0,92,6,4
0,322,0,3,0,92,6,4
0,322,0,3,0,92,6,4
0,253,0,3,0,92,6,4
0,322,0,3,0,92,6,4
0,322,0,3,0,92,6,4
0,322,0,3,0,92,6,4
0,322,0,3,1,92,6,4
0,322,0,3,0,92,6,4
0,322,0,3,0,92,6,4
0,253,0,3,0,92,6,4
1,29,0,3,0,92,6,4
0,322,0,3,1,92,6,4
0,322,0,3,0,92,6,4
0,253,0,3,0,92,6,4
0,253,0,3,0,92,6,4
0,322,0,3,0,92,6,4
0,322,0,3,0,92,6,4
0,247,0,3,1,76,6,4
0,322,0,3,0,92,6,4
1,2,0,3,0,169,6,3
0,253,0,3,0,92,6,4
0,322,0,3,0,92,6,4
0,322,0,3,0,92,6,4
0,322,0,3,1,76,6,4
0,322,0,3,0,92,6,4
0,322,0,3,0,92,6,4
1,267,0,4,0,57.51,6,6
1,0,0,4,1,8,6,4
1,267,0,4,0,57.51,6,6
1,295,1,4,0,57.51,6,6
1,295,1,4,0,57.51,6,6
0,322,2,4,2,0,6,4
1,3,0,1,0,171,6,6
0,2,0,1,0,79,6,2
1,128,2,5,0,121,6,6
1,155,4,10,0,76.5,6,5
1,18,0,1,0,194,6,6
1,225,1,3,0,72,6,6
1,225,1,3,0,72,6,6
0,286,1,3,1,85.5,6,6
1,131,2,3,0,106,6,6
0,286,1,3,1,73.5,6,6
0,262,1,3,0,56.72,6,5
0,227,3,8,0,94,6,5
1,11,0,1,0,174,6,3
1,3,0,2,0,179,6,6
1,13,0,2,0,194,6,6
1,284,2,5,0,99,6,6
0,252,2,5,1,53.84,6,5
1,294,2,5,0,121.5,6,6
0,291,4,10,0,70,6,5
0,232,4,10,0,76.5,6,6
0,310,4,10,0,85.3,6,5
0,232,4,10,0,90,6,6
1,170,0,1,0,72,6,6
1,170,0,1,0,72,6,6
1,0,0,1,0,179,6,6
1,170,0,1,0,72,6,6
1,3,0,1,0,129,6,6
1,24,1,1,0,120,6,6
1,4,1,1,0,169,6,3
1,75,2,1,0,118,6,6
1,234,2,3,0,145,6,6
1,127,2,3,0,214,6,6
1,112,2,5,0,191.43,6,6
0,229,2,5,0,100.29,6,6
1,165,2,5,0,141.01,6,6
1,226,2,5,0,118.15,6,3
1,117,3,6,4,196.5,6,3
1,196,3,6,0,88.5,6,6
0,285,4,10,0,126.64,6,6
0,241,4,10,0,150.71,6,6
0,3,1,0,0,120,6,6
1,92,2,3,0,116,6,6
1,92,2,3,0,116,6,6
1,94,2,3,0,107,6,6
1,90,2,4,0,123.33,6,6
1,90,2,4,0,123.33,6,6
1,123,2,4,2,220,6,6
0,227,2,2,0,145.25,6,3
1,172,2,5,0,74.57,6,6
1,105,2,5,0,143.57,6,6
1,116,3,5,0,145.88,6,3
1,116,3,5,1,145.88,6,3
1,105,2,5,0,155.57,6,6
0,274,4,8,0,85.3,6,5
1,0,1,0,0,8,6,3
1,47,1,0,0,129,6,6
1,5,1,0,1,165,6,6
1,26,1,1,0,129,6,6
1,10,1,1,0,79,6,2
1,167,1,5,1,155.33,6,6
1,91,1,5,0,130.67,6,6
1,198,2,5,0,90.64,6,6
0,247,2,5,0,73.49,6,5
1,172,2,5,0,48.6,6,5
1,174,3,5,0,76.5,6,6
1,174,3,5,0,76.5,6,6
1,184,3,7,0,61.92,6,5
0,240,3,7,0,93.96,6,5
1,171,3,9,0,91.5,6,6
0,290,3,7,1,120.16,6,3
1,172,2,5,0,90.64,6,6
0,244,2,5,0,57.25,6,5
1,246,2,5,0,77.14,6,6
1,174,2,5,0,77.14,6,6
1,106,2,7,0,185.33,6,6
0,241,2,7,0,98,6,5
0,230,2,7,1,96,6,5
0,237,2,8,1,60.29,6,6
0,237,2,8,0,60.29,6,6
1,266,2,8,0,151.8,6,6
0,237,2,8,0,60.29,6,6
0,314,2,8,0,59.8,6,5
1,208,2,5,0,73.95,6,5
0,295,4,10,0,85.3,6,5
1,114,0,3,0,124,6,6
1,166,2,7,0,118,6,6
0,186,4,10,0,62.9,6,5
0,186,4,10,0,80.2,6,5
1,168,4,11,0,105.54,6,6
1,2,0,1,0,159,6,3
1,78,0,3,0,206.33,6,6
1,20,0,3,0,129,6,6
1,159,1,3,0,130.75,6,6
1,32,2,7,2,208.56,6,3
1,201,2,8,0,142,6,6
1,164,4,10,1,64.85,6,5
1,68,0,1,0,225,7,6
1,62,0,2,0,220,7,6
1,9,0,2,0,169,7,6
1,255,2,2,0,142.5,7,6
0,254,2,2,0,135.25,7,3
1,178,2,5,0,81,7,6
1,170,2,5,0,57.8,7,5
1,220,2,6,1,120,7,6
1,220,2,6,1,111,7,6
0,0,2,7,0,83,7,6
1,301,2,7,1,81,7,6
1,301,2,7,0,108,7,6
0,304,4,10,1,59.8,7,5
0,305,4,10,1,59.8,7,5
1,164,4,10,0,105.4,7,5
1,68,0,1,0,220,7,6
0,305,4,10,1,59.8,7,5
0,241,0,1,0,110,7,6
1,170,2,1,0,103.26,7,6
1,170,2,1,0,114.65,7,6
1,73,2,1,0,36.5,7,6
1,189,2,4,0,135,7,6
1,179,2,5,0,81,7,6
0,273,2,5,0,74,7,5
1,179,2,5,0,72.9,7,6
1,170,2,1,0,103.76,7,6
1,171,2,5,0,94.5,7,6
1,172,2,5,0,174,7,6
1,264,2,5,0,94.5,7,6
1,203,2,5,0,81,7,6
0,248,2,5,1,81.9,7,5
1,179,2,5,0,81,7,6
0,236,2,5,0,81,7,6
1,172,2,6,0,134.1,7,6
1,138,4,6,0,146,7,6
0,149,4,6,0,1.8,7,5
1,138,4,6,0,146,7,6
1,266,4,6,0,139.5,7,6
1,138,4,6,0,134,7,6
0,243,4,10,1,112.2,7,5
1,178,4,11,0,82.8,7,6
1,265,2,5,1,81,7,6
1,152,2,5,0,121.6,7,5
1,169,2,5,0,96,7,5
1,265,2,5,2,81,7,6
1,139,2,5,0,181,7,6
1,139,2,5,0,193,7,6
1,265,2,5,1,81,7,6
1,167,2,5,0,79.06,7,5
1,265,2,5,3,81,7,6
1,314,3,5,1,108,7,6
0,349,4,7,0,111.3,7,5
1,208,4,9,0,119.25,7,3
1,15,1,2,0,272,7,6
1,18,1,4,0,159,7,6
1,38,1,4,0,178.64,7,6
0,256,1,4,0,93,7,6
0,317,1,3,1,163.2,7,6
0,317,1,5,0,72.9,7,6
1,166,2,5,0,57.8,7,5
1,171,2,5,0,75.6,7,5
1,166,2,5,0,57.8,7,5
1,308,2,5,1,99.9,7,6
0,166,3,7,0,83.8,7,5
1,398,3,7,0,134.73,7,5
0,166,3,7,0,83.8,7,5
1,175,3,7,0,57.8,7,5
1,261,3,8,0,94.5,7,6
0,198,4,10,0,128.35,7,5
0,255,4,10,0,105.2,7,5
0,198,4,10,0,128.35,7,5
1,211,0,3,1,135,7,6
0,272,2,5,0,113.3,7,5
1,172,2,5,0,75.6,7,5
0,272,2,5,0,55.65,7,5
0,272,2,5,0,111.3,7,5
0,273,2,5,0,91.81,7,5
0,283,2,8,0,117,7,5
1,16,0,1,0,105,7,2
1,9,0,1,2,65,7,5
1,180,2,5,0,108,7,6
0,317,2,5,1,101,7,6
1,34,0,2,1,222,7,6
1,179,2,5,0,107.1,7,6
0,292,2,5,0,97.2,7,5
1,8,0,1,0,126,7,2
1,24,0,2,0,171,7,6
1,123,0,3,0,170,7,6
1,15,1,3,0,219,7,6
0,240,2,3,0,108,7,6
1,324,2,3,0,108,7,6
1,178,2,5,0,72.25,7,3
1,181,2,5,0,72.9,7,6
1,259,2,5,0,99,7,5
0,323,2,5,0,131.75,7,3
1,18,0,2,0,159,7,6
1,10,0,2,0,199,7,3
1,24,0,2,0,159,7,6
1,144,0,2,0,166,7,6
1,14,0,2,2,181,7,6
1,23,1,2,0,162.24,7,6
1,16,1,2,0,219,7,6
1,23,1,2,0,162.24,7,6
1,22,2,2,0,159,7,6
1,40,2,2,0,154,7,6
1,135,2,4,0,178.5,7,6
0,272,2,5,0,142.5,7,6
1,209,2,5,0,163,7,6
1,309,2,5,0,81,7,6
1,241,2,5,0,94.5,7,6
1,147,2,5,0,146.1,7,3
1,113,2,5,0,190,7,3
1,191,2,5,0,108,7,6
1,241,2,5,0,72.9,7,6
1,142,2,7,0,121.33,7,6
0,254,4,8,0,120.8,7,5
1,2,0,1,0,147.2,7,6
1,22,2,1,0,224,7,3
1,11,2,4,0,169,7,6
1,180,2,5,0,81,7,6
1,291,2,5,0,150,7,6
1,180,2,5,0,81,7,6
1,327,2,5,1,130.5,7,6
1,185,2,5,0,81,7,6
1,227,2,5,0,81,7,6
1,180,2,5,0,81,7,6
1,120,2,5,0,160.71,7,6
1,127,2,6,0,159.5,7,6
1,262,4,8,0,84.15,7,6
0,290,4,8,0,93.77,7,6
1,262,4,8,0,92.25,7,6
1,262,4,8,0,107.63,7,6
0,303,4,10,0,85.05,7,6
1,207,4,10,0,110.25,7,6
0,356,4,5,0,136.73,7,5
0,292,1,0,0,72.9,7,6
1,149,1,0,0,260,7,6
1,146,1,0,1,119,7,6
0,292,1,0,0,72.9,7,6
0,292,1,0,0,72.9,7,6
1,35,2,1,0,160,7,6
1,187,2,2,0,108,7,6
1,146,2,4,0,119,7,6
1,7,1,1,0,126,7,3
1,159,1,2,0,134,7,6
1,133,1,2,0,138.6,7,6
1,144,1,3,0,166,7,6
1,26,1,4,0,165.75,7,5
0,276,1,4,0,142.5,7,6
1,294,1,4,0,139.5,7,6
1,273,1,5,0,85.5,7,6
1,275,1,5,0,85.5,7,6
1,103,2,5,0,160,7,6
1,126,2,5,1,151.43,7,6
1,245,2,5,0,129,7,6
0,424,3,7,0,112.63,7,5
1,165,3,7,0,152,7,6
1,177,3,9,0,238.63,7,3
1,284,4,10,0,115.93,7,6
1,140,3,6,0,160.56,7,6
1,12,0,2,0,184,7,6
1,24,0,3,0,159,7,6
1,134,0,3,2,140,7,6
1,141,0,3,1,131,7,6
1,24,0,3,0,159,7,6
1,134,0,3,0,140,7,6
1,141,0,3,0,193,7,6
0,309,0,4,0,84.9,7,6
1,44,0,5,0,225.8,7,6
1,29,1,5,0,235,7,6
1,100,2,5,0,160,7,6
1,244,2,5,0,92.57,7,6
1,277,2,5,0,92.57,7,6
1,277,2,5,0,92.57,7,6
1,277,2,5,0,92.57,7,6
1,277,2,5,0,92.57,7,6
1,218,2,5,0,57.8,7,5
1,244,2,5,1,84.47,7,6
1,244,2,5,0,92.57,7,6
1,277,2,5,0,92.57,7,6
0,298,2,7,0,127.5,7,6
1,100,0,3,0,160,7,6
1,90,0,3,0,175,7,6
1,88,0,3,0,204,7,3
1,26,0,3,2,169.67,7,6
1,23,0,4,0,161.1,7,3
1,82,0,4,0,176.25,7,6
1,23,0,4,0,164,7,6
1,80,0,4,0,160,7,6
1,95,2,5,0,231.43,7,6
1,74,2,5,0,160,7,6
0,259,2,5,1,123.43,7,6
1,217,0,2,0,150,7,6
1,28,0,3,0,237.33,7,6
1,102,2,3,0,280,7,6
1,35,2,3,4,203,7,6
1,50,2,3,0,160,7,6
1,74,2,4,0,215.33,7,3
1,279,2,4,0,184.5,7,6
1,72,2,5,0,128,7,6
1,10,2,5,0,175,7,3
1,297,2,5,1,117,7,6
1,72,1,3,0,177.5,7,6
1,16,2,5,0,212.14,7,3
1,331,2,8,0,135,7,6
0,311,4,10,0,127.71,7,5
0,248,4,10,2,123.64,7,5
1,63,0,2,0,177.5,7,3
1,0,0,2,0,197.1,7,3
1,67,0,2,0,160,7,6
1,25,0,2,0,169,7,6
1,54,0,2,0,160,7,6
1,23,0,2,0,201,7,6
1,0,0,2,0,147.6,7,3
1,333,1,2,0,115.5,7,6
1,333,1,2,0,115.5,7,6
1,333,1,2,0,115.5,7,6
1,333,1,2,0,115.5,7,6
1,333,1,2,0,115.5,7,6
1,333,1,2,0,115.5,7,6
1,51,2,3,2,163.8,7,6
1,66,2,4,1,192,7,6
1,216,2,4,0,193.83,7,6
1,66,2,4,0,236.67,7,6
1,305,2,5,0,145.71,7,6
1,305,2,5,0,145.71,7,6
1,143,2,7,0,12,7,6
1,172,2,7,0,141.56,7,6
1,191,4,8,0,142.88,7,6
1,138,1,1,0,187,7,6
1,83,1,1,0,212,7,6
1,58,2,2,0,160,7,6
1,103,2,2,0,180,7,6
1,35,2,2,0,179,7,6
1,20,2,3,0,209,7,6
1,19,2,3,0,194,7,6
1,19,2,3,0,209,7,6
1,66,2,3,0,240,7,6
1,66,2,3,0,240,7,6
1,17,2,4,0,194,7,6
1,152,2,4,0,140,7,6
1,177,2,5,0,161.4,7,5
1,20,2,3,0,194,7,6
1,144,2,5,0,110.7,7,5
1,155,2,5,0,150.8,7,5
1,177,2,5,0,183,7,5
1,109,2,5,0,224,7,6
1,109,2,5,0,224,7,6
1,113,2,5,0,160,7,6
1,144,2,5,0,110.7,7,5
1,144,2,5,0,119.7,7,5
1,144,2,5,0,149.45,7,5
1,234,2,5,0,108,7,6
1,109,2,5,0,212,7,6
1,108,2,6,2,239,7,6
1,105,2,6,1,227,7,6
1,162,4,6,0,100.8,7,5
1,281,4,6,0,115.92,7,5
1,164,4,10,0,165,7,6
1,165,4,10,0,116.1,7,5
1,203,6,12,0,204.44,7,6
1,146,1,0,0,242,7,6
1,263,2,3,2,190.2,7,5
1,137,2,3,0,250,7,3
1,21,2,3,0,179,7,6
1,107,2,4,0,237,7,3
1,203,2,4,0,170,7,6
1,15,2,4,0,233,7,3
1,136,2,2,0,115.2,7,5
1,193,2,5,0,81.98,7,5
1,181,2,5,0,152.86,7,6
1,184,4,7,0,116.18,7,6
1,181,4,8,0,160,7,6
1,181,4,8,0,200,7,6
1,181,4,8,1,160,7,6
1,181,4,8,0,160,7,6
1,125,4,10,0,172.71,7,6
1,185,2,5,1,172.86,7,6
1,165,4,6,0,163,7,6
1,0,1,0,0,179,7,6
1,6,1,0,0,126,7,2
1,0,1,0,0,8,7,3
1,200,1,3,0,108,7,6
1,15,1,3,0,194,7,6
1,200,1,3,0,108,7,6
1,46,1,3,0,209,7,6
1,200,1,3,0,108,7,6
1,182,1,4,0,154.3,7,6
1,99,1,4,0,180,7,6
1,100,1,4,0,195,7,6
1,130,1,4,0,252,7,6
1,224,1,4,0,187.2,7,6
1,182,1,4,0,154.3,7,6
1,119,1,4,0,100.8,7,5
1,109,1,5,0,287,7,6
1,118,1,5,0,180,7,6
1,93,2,5,0,192,7,6
0,305,2,5,0,118.57,7,5
1,14,2,5,1,169.43,7,6
0,305,2,5,0,116.57,7,5
1,167,2,5,0,145.71,7,6
0,305,2,5,0,116.57,7,5
1,25,3,5,1,160,7,3
1,114,3,5,0,160,7,6
1,261,3,6,0,210,7,6
1,0,0,1,0,0,7,1
1,17,0,3,0,191,7,6
1,17,0,3,0,194,7,6
1,46,0,3,0,259,7,6
1,17,0,3,0,179,7,6
1,174,0,4,0,120,7,6
1,88,0,5,0,212,7,6
1,119,2,5,0,227,7,6
1,161,2,8,0,200,7,6
1,29,0,1,0,115,7,2
1,1,0,1,2,73,7,2
0,266,0,2,0,97.2,7,6
0,266,0,2,0,100.2,7,6
1,114,0,4,0,247,7,6
1,155,1,4,0,100.8,7,5
1,29,1,4,0,143.2,7,6
1,28,1,4,0,167.2,7,6
1,155,1,4,0,133.2,7,5
1,28,1,4,0,167.2,7,6
1,163,2,5,0,115,7,5
1,119,2,5,0,160,7,6
1,2,0,1,0,124,7,3
1,8,0,1,0,73,7,2
1,55,0,3,0,179,7,6
1,55,0,3,0,179,7,6
1,106,1,3,0,252,7,6
1,114,1,3,1,240,7,6
1,114,1,3,1,207,7,6
1,114,1,3,1,207,7,6
1,106,1,3,0,240,7,6
1,114,2,3,1,240,7,6
1,37,2,3,0,194,7,6
1,114,2,3,1,207,7,6
1,114,2,3,1,207,7,6
1,169,2,5,0,200,7,6
0,306,2,5,0,137.43,7,5
1,113,2,6,0,180,7,6
1,10,0,1,0,126,7,3
1,23,0,1,0,179,7,6
1,23,0,1,0,179,7,6
1,10,0,1,0,126,7,3
1,112,0,1,0,216,7,3
1,59,0,2,0,160,7,6
1,99,0,2,1,160,7,6
1,34,0,2,0,211,7,6
1,59,0,2,0,160,7,6
1,127,0,2,0,119,7,5
1,147,0,2,0,100.8,7,5
1,32,1,2,0,209,7,6
1,40,2,4,0,194,7,6
1,59,2,5,0,212,7,6
1,139,2,5,0,195,7,6
1,17,2,6,0,180.25,7,6
1,209,2,7,0,182,7,6
1,0,0,1,0,190,7,3
1,31,1,1,0,160.93,7,6
1,119,2,3,0,204,7,6
1,142,2,4,0,126,7,5
1,51,2,4,1,226,7,6
1,110,2,4,0,195,7,6
1,149,2,5,2,195.75,7,5
1,74,2,5,0,160,7,3
1,149,2,5,2,195.75,7,5
1,149,2,5,2,195.75,7,5
1,35,2,5,0,259,7,6
1,59,2,5,0,180,7,6
1,271,2,5,0,126,7,6
1,209,2,5,0,210,7,6
1,149,2,5,2,156.6,7,5
1,162,2,5,0,160,7,6
1,74,2,5,0,160,7,3
1,149,2,5,1,156.6,7,5
1,241,2,5,0,126,7,6
1,111,2,5,0,180,7,6
1,98,2,5,0,224.43,7,6
1,162,2,5,0,240,7,6
1,199,2,6,0,210,7,6
1,339,4,8,0,187,7,3
1,12,1,0,0,126,7,3
1,12,1,0,0,126,7,3
1,12,1,0,0,126,7,3
1,12,1,0,0,126,7,3
1,12,1,0,0,126,7,3
1,191,2,2,0,26.1,7,5
1,159,2,2,0,223,7,5
1,110,2,2,0,160,7,6
1,139,2,2,0,115.2,7,5
0,284,2,3,0,169.5,7,6
1,140,2,3,0,207,7,6
1,200,2,4,1,205,7,6
1,81,2,4,0,212,7,6
1,48,2,5,0,194,7,6
1,109,2,5,0,193.43,7,6
1,186,2,5,1,167.14,7,6
0,269,4,6,0,92.1,7,5
1,42,1,1,0,209,7,6
1,154,1,2,0,170,7,3
1,24,1,0,0,209,7,6
1,72,1,1,0,227,7,6
1,42,1,1,0,194,7,6
1,42,1,1,0,194,7,6
1,48,1,2,0,194,7,6
1,131,1,2,0,288,7,6
1,262,1,4,3,8,7,6
1,196,1,4,0,190,7,6
1,174,1,5,0,186,7,5
1,115,1,5,0,161.67,7,6
1,145,1,5,0,195.33,7,6
1,154,1,5,1,222.33,7,6
1,115,1,5,0,173.67,7,6
1,118,2,5,0,162.86,7,6
1,118,2,5,0,174.86,7,6
1,105,2,5,0,139,7,4
1,5,2,5,0,209.71,7,6
1,0,2,5,0,130,7,3
1,173,2,5,0,115.2,7,5
1,105,3,5,0,139,7,4
0,83,3,5,1,139,7,4
1,105,3,5,0,139,7,4
1,221,3,8,0,157.5,7,6
1,110,0,2,1,180,7,6
1,183,0,2,0,114.75,7,3
1,115,1,5,1,175.33,7,6
1,40,1,5,0,226,7,6
1,27,0,4,0,226,7,6
1,40,1,5,0,226,7,6
1,115,1,5,1,163.33,7,6
1,40,1,5,1,226,7,6
1,69,1,5,0,201.33,7,6
1,70,0,1,0,262,7,6
1,115,0,2,0,172,7,6
1,145,0,3,0,222,7,3
1,22,0,4,0,226,7,6
1,251,1,4,1,117.9,7,6
1,107,1,4,0,144,7,4
1,107,1,4,0,144,7,4
0,301,2,5,0,128,7,6
1,188,2,5,2,177.5,7,6
1,42,2,5,0,198.29,7,6
0,147,2,6,0,165,7,3
1,26,0,2,0,209,7,6
1,47,0,3,0,243.32,7,6
1,37,1,3,0,259,7,6
1,108,1,3,0,144,7,4
1,108,1,3,0,144,7,4
1,201,2,3,0,126,7,6
1,154,2,3,0,184,7,6
0,292,2,3,2,136,7,3
1,120,2,3,0,219.8,7,6
0,322,2,4,0,128,7,6
0,159,3,8,1,113.05,7,5
0,159,3,8,1,113.05,7,5
0,292,4,9,0,132.17,7,6
1,44,0,2,0,211,7,6
1,38,0,2,0,179,7,6
1,36,0,2,0,209,7,6
1,22,0,2,2,209.1,7,3
1,43,0,2,0,189.6,7,6
1,124,1,2,0,178.67,7,6
0,324,1,2,0,128,7,6
1,6,1,2,0,182,7,3
1,59,2,3,0,200,7,6
1,191,2,5,0,140,7,6
1,109,2,5,2,241,7,6
1,307,4,8,1,144,7,6
1,46,0,1,0,179,7,6
1,46,0,1,0,179,7,6
1,46,0,1,0,179,7,6
1,121,2,1,0,188.33,7,6
1,151,2,5,0,180,7,6
1,187,2,5,0,173.79,7,3
1,35,2,5,0,210.43,7,6
1,14,2,5,0,199.2,7,5
1,192,2,5,0,205,7,6
0,150,2,5,0,204,7,3
1,129,2,5,0,176.43,7,6
1,26,2,5,0,200.43,7,6
1,129,2,5,0,176.43,7,6
1,151,2,5,0,160,7,6
1,162,2,5,0,150,7,5
1,228,2,6,0,222,7,3
1,142,2,6,1,292,7,3
1,199,3,6,1,162.94,7,3
1,161,4,8,0,160,7,6
1,161,4,8,0,160,7,6
1,161,4,8,0,172,7,6
1,125,4,9,0,177.62,7,6
1,108,1,0,1,209,7,6
1,67,1,0,0,179,7,6
1,87,2,0,0,199,7,6
1,87,2,0,0,259,7,6
1,141,2,0,0,266.5,7,6
1,9,2,2,0,209,7,6
1,16,2,5,1,253.57,7,3
1,186,2,5,0,167.4,7,5
1,133,2,5,0,197.71,7,6
1,187,2,5,0,150.8,7,5
1,96,2,5,0,241,7,6
1,153,3,5,0,192.5,7,3
1,153,3,5,0,204.5,7,3
1,148,1,2,0,160,8,6
1,148,1,2,0,160,8,6
1,199,1,3,1,170,8,3
1,201,1,3,0,172.8,8,6
1,265,1,3,0,240,8,6
0,285,1,3,0,153.25,8,3
0,285,1,3,0,165.25,8,3
1,147,1,3,0,115.2,8,5
1,270,1,4,4,232,8,6
1,173,1,4,0,204,8,6
1,141,1,4,0,199,8,6
1,247,1,5,0,126,8,6
1,247,1,5,0,126,8,6
1,78,1,5,0,259,8,6
1,167,1,5,0,192,8,6
0,194,2,5,0,116.1,8,5
1,28,1,4,0,195,8,6
1,180,2,5,0,165,8,5
1,179,2,5,0,146.8,8,5
1,243,2,5,0,170,8,6
0,194,2,5,0,130.55,8,5
1,152,2,5,1,212.14,8,3
1,180,2,5,0,177.5,8,5
1,177,2,5,0,103.5,8,5
0,194,2,5,0,130.55,8,5
1,180,2,5,0,177.5,8,5
1,150,2,5,0,162.86,8,6
0,163,2,5,0,140.76,8,5
0,265,2,5,0,143.3,8,5
1,149,3,6,0,176.44,8,6
1,161,3,6,1,256.5,8,6
1,158,3,7,0,212,8,6
1,209,4,10,0,126,8,6
1,127,5,14,1,191,8,6
1,5,0,1,0,0,8,3
1,197,0,3,0,166.5,8,6
1,210,0,3,0,126,8,6
1,56,0,3,0,189,8,6
1,56,0,3,0,189,8,6
1,29,0,5,0,209,8,6
1,152,0,5,0,162,8,6
0,274,0,5,0,126,8,6
1,152,0,5,0,252,8,6
1,29,0,5,0,209,8,6
1,274,0,5,0,126,8,6
1,36,0,4,1,244.5,8,3
1,55,0,4,0,189,8,6
1,220,2,5,1,282,8,3
1,434,2,5,0,160.5,8,5
1,190,2,5,0,250,8,6
1,215,2,5,0,240,8,6
1,48,2,9,0,189,8,6
1,209,4,10,2,158,8,6
1,208,4,12,0,141.1,8,5
1,58,0,4,0,221,8,6
1,58,0,4,0,189,8,6
1,15,1,4,0,219,8,6
1,16,1,4,0,283.32,8,6
1,143,2,5,0,231,8,6
1,143,2,5,0,211,8,6
1,267,2,5,1,157.5,8,6
1,143,2,5,0,211,8,6
1,169,2,5,0,204,8,3
1,162,2,5,0,100.8,8,5
1,247,0,3,0,119,8,3
1,24,0,3,0,231,8,6
1,23,0,3,0,272.7,8,6
1,44,1,3,0,221,8,6
1,104,1,3,0,189,8,6
1,349,2,3,0,125.4,8,6
1,349,2,3,0,113.4,8,6
1,157,2,3,0,230,8,6
1,199,2,3,0,240,8,6
1,64,2,3,0,209,8,6
1,93,2,4,0,231,8,6
1,91,2,4,0,246,8,3
1,98,2,5,2,201,8,6
1,100,2,6,0,241,8,6
1,0,0,1,0,199,8,3
1,116,0,1,0,236,8,6
1,52,0,2,0,186.88,8,6
1,145,0,2,0,259,8,6
1,96,0,2,0,233,8,6
1,96,0,2,0,221,8,6
1,20,0,2,0,299,8,6
1,105,1,2,1,189,8,6
1,151,1,2,0,245.67,8,6
1,44,2,2,0,186.88,8,6
1,47,2,2,0,209,8,6
1,210,2,3,1,170,8,6
1,156,2,5,0,187.7,8,3
1,156,2,5,2,182.2,8,3
1,162,2,6,0,160,8,6
1,149,2,6,1,248.75,8,6
1,149,2,6,1,188.75,8,6
1,149,2,7,1,248.89,8,6
1,149,2,7,1,188.89,8,6
1,177,2,4,0,298,8,6
1,105,4,10,0,185,8,5
1,4,1,1,0,182,8,6
1,33,2,1,0,289,8,6
1,199,2,1,0,262,8,6
1,221,2,1,1,126,8,6
1,33,2,2,1,209,8,6
1,155,2,2,0,182,8,6
1,156,2,2,0,182,8,6
1,90,2,2,0,179,8,6
1,16,2,3,0,251,8,6
1,76,2,4,0,202.33,8,6
1,157,2,5,0,213,8,3
1,357,2,5,1,176,8,6
1,325,2,5,0,157.5,8,6
1,100,2,6,1,224,8,6
1,168,2,6,0,205,8,6
1,48,2,5,0,189,8,6
1,168,2,6,0,180,8,6
1,248,4,6,0,157.5,8,6
1,187,4,10,0,95.4,8,5
1,125,1,0,0,189,8,6
1,47,1,0,0,274,8,6
1,1,1,0,0,165.55,8,6
1,1,1,0,0,165.55,8,6
1,44,2,0,0,230,8,6
1,9,2,0,0,299,8,6
1,290,2,1,0,157.5,8,6
1,98,2,3,0,241,8,6
1,91,2,3,0,273,8,6
1,52,2,3,0,269,8,6
1,148,2,4,0,269,8,6
1,167,2,4,0,254,8,6
1,148,2,4,0,259,8,6
1,91,2,5,4,236.71,8,6
1,208,2,5,0,157.5,8,6
1,139,3,5,0,191,8,6
1,139,3,5,0,211,8,6
1,139,3,5,0,211,8,6
1,139,3,5,0,191,8,6
1,141,4,10,0,259,8,6
1,161,1,2,0,144,8,5
1,257,1,2,0,156,8,6
1,245,1,2,0,157.5,8,6
1,290,1,2,0,157.5,8,6
0,329,1,3,0,172,8,3
1,236,1,3,1,138,8,6
1,60,1,3,0,243.63,8,6
1,60,1,3,0,202.28,8,6
1,22,1,3,0,231,8,6
1,22,1,3,0,219,8,6
1,60,1,3,0,243.63,8,6
1,13,1,3,0,369,8,6
1,150,1,3,0,262,8,6
1,55,1,4,0,278.6,8,6
1,113,1,4,1,246.5,8,6
1,30,1,4,0,271,8,6
0,346,1,4,1,216,8,6
1,161,1,5,0,234,8,6
1,157,1,5,0,182,8,6
1,119,3,6,0,206.78,8,6
0,201,3,7,0,116.1,8,5
1,65,3,9,0,222.5,8,3
1,126,3,7,0,218,8,6
0,201,3,7,0,116.1,8,5
1,157,4,10,0,135.15,8,5
1,181,4,10,0,196.7,8,5
1,160,0,1,0,170,8,6
1,86,0,3,0,205.67,8,6
1,179,0,4,0,240,8,6
1,169,0,4,0,180,8,6
1,179,0,4,0,240,8,6
1,329,0,4,0,216,8,6
1,83,1,5,0,187.33,8,6
0,308,2,5,2,169.36,8,5
1,182,2,5,0,140,8,6
1,217,2,5,0,126,8,6
1,112,2,5,1,254.31,8,3
1,55,0,1,0,189,8,6
1,36,0,1,0,209,8,6
1,317,0,2,0,126,8,6
1,208,0,3,0,103.5,8,5
1,155,0,4,0,240,8,6
1,155,0,4,1,205,8,6
1,13,0,4,0,261.5,8,6
1,155,0,4,1,205,8,6
1,155,0,4,0,240,8,6
1,42,0,4,0,199,8,6
1,155,0,4,1,205,8,6
1,155,0,4,0,240,8,6
0,278,1,4,0,159.5,8,6
